50,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,2,2,2,-47,-48,-48,-49,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,2,2,1,1,1,38,39,39,40,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,2,2,2,-50,-51,-51,-52,0,0,0,0,0,0
0,0,2,2,2,2,2,2,2,2,2,1,38,39,42,42,42,42,39,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,59,1,2,2,2,2,-50,-51,-51,-54,-48,-49,0,0,0,0
0,0,2,2,2,2,2,2,2,2,1,38,42,42,45,45,45,45,45,46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,57,1,1,2,2,2,-50,-51,-51,-51,-51,-52,0,0,0,0
1,1,1,2,2,2,2,2,2,2,1,41,42,46,0,0,60,62,1,1,60,61,61,61,61,62,1,1,1,1,0,0,1,1,57,1,1,1,2,2,-50,-51,-51,-51,-51,-52,0,0,0,0
1,1,1,1,2,2,2,2,1,1,1,44,46,1,0,0,1,1,1,1,2,2,2,2,2,1,0,0,0,0,0,0,1,1,57,1,1,1,1,1,4,4,4,4,4,4,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,60,67,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,38,39,39,40,1,1,1,1,1
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,38,39,39,42,42,42,43,1,1,1,1,1
0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,2,2,2,1,1,1,1,1,1,1,0,0,0,0,2,2,0,0,0,0,38,39,42,42,42,42,42,45,46,1,1,1,0,0
0,0,0,0,0,0,2,2,60,61,61,62,0,0,0,0,2,2,1,1,1,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,41,42,42,42,42,45,46,1,1,1,1,1,0,0
0,0,0,0,0,0,2,2,2,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,2,2,2,2,2,1,1,38,42,42,45,45,46,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,2,2,2,1,1,1,0,0,0,0,0,0,1,1,2,2,2,0,0,1,1,1,1,2,2,2,1,1,1,44,45,46,1,1,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
